Project Number,Sector,Province,Name,Amount
58770,CHARITIES,MPUMALANGA,Njombo Pre-School,77350.0
68352,CHARITIES,MPUMALANGA,Christelik - Maatskaplike Raad Standerton,18875.0
88385,CHARITIES,MPUMALANGA,Mixo Creche,325327.0
88138,CHARITIES,MPUMALANGA,Tsakani Creche,342500.0
61311,CHARITIES,MPUMALANGA,Basani Creche,129991.0
67499,CHARITIES,MPUMALANGA,Hosanna Church And Community Projects,153500.0
69788,CHARITIES,MPUMALANGA,Sigagule Nhluvuko Creche,101875.0
86397,CHARITIES,MPUMALANGA,Barberton Spca,693000.0
69550,CHARITIES,MPUMALANGA,Sizanani Wolvenkop Home Based Care,122858.0
70270,CHARITIES,MPUMALANGA,Inkululeko Xanthia Home Community Based Care,200000.0
52916,CHARITIES,MPUMALANGA,Mafela Tiko Creche,105672.0
57991,CHARITIES,MPUMALANGA,Happy Homes English Medium Pre-School,53885.0
61346,CHARITIES,MPUMALANGA,Mahandzeni Creche,217000.0
61414,CHARITIES,MPUMALANGA,Xalamukani Day Care,153875.0
61418,CHARITIES,MPUMALANGA,Nhlalala Day Care Centre,137550.0
61431,CHARITIES,MPUMALANGA,Nhluvuko Day Care Centre,92370.0
61449,CHARITIES,MPUMALANGA,Lephong Creche,162750.0
66055,CHARITIES,MPUMALANGA,Wisdom English Creche,121500.0
67068,CHARITIES,MPUMALANGA,Bajabulile Day Care,150500.0
69070,CHARITIES,MPUMALANGA,Vulindlela Home Based Care,154250.0
69077,CHARITIES,MPUMALANGA,Zimeleni Home Based Care,145000.0
70605,CHARITIES,MPUMALANGA,Ekujabuleni Workshop For People With Disabilities,81250.0
80610,CHARITIES,MPUMALANGA,Xitenga Creche Community Project,1266667.0
80612,CHARITIES,MPUMALANGA,Bonisa Pre-School And Day Care Centre,1266667.0
80653,CHARITIES,MPUMALANGA,Shining Stars Day Care Centre,1266667.0
80833,CHARITIES,MPUMALANGA,Makrepeni Creche,1266667.0
80888,CHARITIES,MPUMALANGA,Pfunekani Day Care Centre,1266667.0
81132,CHARITIES,MPUMALANGA,Dikwenkweng Creche,1266667.0
83035,CHARITIES,MPUMALANGA,Kaile Day Care Centre,1266667.0
67991,CHARITIES,MPUMALANGA,Victim Support Centre Middelburg,157900.0
70531,CHARITIES,MPUMALANGA,Matibidi B Home Based Care,276000.0
86025,CHARITIES,MPUMALANGA,Nkomazi Community Advice Offi ce,388700.0
88298,CHARITIES,MPUMALANGA,Siyaphilisa Home Based Care,689000.0
88967,CHARITIES,MPUMALANGA,Mhlangana Pre-School,146979.0
53267,CHARITIES,MPUMALANGA,Qhuvekani Creche / Pre-School,98750.0
55410,CHARITIES,MPUMALANGA,Senzokuhle Home Based Caregivers,149424.0
61312,CHARITIES,MPUMALANGA,Nhlonhlori Day Care Centre,132800.0
68842,CHARITIES,MPUMALANGA,Messina Community Home Based Care Project,231250.0
70151,CHARITIES,MPUMALANGA,Phumlani Old Age Club,82250.0
86398,CHARITIES,MPUMALANGA,Zaselangeni Hiv/Aids And Vct Projects,282866.5
88406,CHARITIES,MPUMALANGA,Mbumba Nhlalala Day Care Centre,186500.0
88907,CHARITIES,MPUMALANGA,Dimpho Day Care Center,541000.0
89033,CHARITIES,MPUMALANGA,Biothatelo Creche,314176.0
66169,CHARITIES,MPUMALANGA,Thandabantwana Educare,100000.0
66545,CHARITIES,MPUMALANGA,Dimpho Day Care Center,76200.0
66548,CHARITIES,MPUMALANGA,Senotlelo Sa Katlego,81000.0
71080,CHARITIES,MPUMALANGA,Andries Inama Pre-School,98500.0
53280,CHARITIES,MPUMALANGA,Piet Creche ( Resubmitted),57950.0
58872,CHARITIES,MPUMALANGA,Phelandaba Pre-School,153450.0
67992,CHARITIES,MPUMALANGA,Ukuzala Ukuzelula Old Age Centre,76750.0
72164,CHARITIES,MPUMALANGA,Ethembeni Day Care,316387.0
56934,CHARITIES,MPUMALANGA,Incaba Old Age Home Base Care Centre,994700.0
70491,CHARITIES,MPUMALANGA,Joy Home Based Care,426000.0
86101,CHARITIES,MPUMALANGA,Savf Hoeveldrif Secunda,587050.0
58238,CHARITIES,MPUMALANGA,Reitkol Primary School,122538.0
61422,CHARITIES,MPUMALANGA,Biothatelo Creche  (Resubmision),132712.0
86277,CHARITIES,MPUMALANGA,Mmabana Day Care Centre,894000.0
86871,CHARITIES,MPUMALANGA,Bambanani Day Care Centre,347234.0
88905,CHARITIES,MPUMALANGA,Shalom Educare Centre,238250.0
66542,CHARITIES,MPUMALANGA,Shithutha Creche,68400.0
58839,CHARITIES,MPUMALANGA,Khayalami Creche,132350.0
86903,CHARITIES,MPUMALANGA,Siyazenzela Home Based Care,624500.0
86834,CHARITIES,MPUMALANGA,Families South Africa: Highveld Ridge,1124851.0
54510,CHARITIES,MPUMALANGA,Sokapho Primary School,200000.0
57170,CHARITIES,MPUMALANGA,Tentele Disabled Centre,450000.0
61350,CHARITIES,MPUMALANGA,Masingita Creche,55500.0
67320,CHARITIES,MPUMALANGA,Families South Africa (Famsa) Northern Mpumalanga,206499.0
86386,CHARITIES,MPUMALANGA,Mpumalanga Association Of Persons With Disabilities,792588.0
88306,CHARITIES,MPUMALANGA,Mabalangwe Creche,159343.0
88956,CHARITIES,MPUMALANGA,Ntunda Home Based Care,447000.0
88898,CHARITIES,MPUMALANGA,Together Home Based Care,526347.0
89049,CHARITIES,MPUMALANGA,Ludlow Creche,198124.0
88900,CHARITIES,MPUMALANGA,Sigagule Nhluvuko Creche,327340.0
80879,CHARITIES,MPUMALANGA,Joy Day Care Centre,757000.0
81872,CHARITIES,MPUMALANGA,Sizakancane Day Care Centre (Resubmission),1266667.0
82953,CHARITIES,MPUMALANGA,Sikhulangolwazi Day Care Centre,802000.0
85919,CHARITIES,MPUMALANGA,Savf Middelburg Tehuis,115000.0
86584,CHARITIES,MPUMALANGA,Isiqalo Day Care,165000.0
86402,CHARITIES,MPUMALANGA,Witbank Hospice,989000.0
80401,CHARITIES,MPUMALANGA,Little Achieve Day Care Centre,1067000.0
80831,CHARITIES,MPUMALANGA,Zizameleni Educare Centre,802000.0
80866,CHARITIES,MPUMALANGA,God's Kids Day Care,879000.0
80884,CHARITIES,MPUMALANGA,Zenzeleni Day Care Centre,802000.0
80892,CHARITIES,MPUMALANGA,Phumelela Child Care And Pre-School,802000.0
81123,CHARITIES,MPUMALANGA,Boikano Creche,1067000.0
83073,CHARITIES,MPUMALANGA,Enjabulweni Creche,802000.0
86285,CHARITIES,MPUMALANGA,Zimisele Day Care,629820.0
86981,CHARITIES,MPUMALANGA,Middelburg Spca,579769.0
61298,CHARITIES,MPUMALANGA,Hikatekile Creche,164099.0
86881,CHARITIES,MPUMALANGA,Volksrust Rusoord,100000.0
87164,CHARITIES,MPUMALANGA,Savf Voksrust,174500.0
87217,CHARITIES,MPUMALANGA,Loskopvallei Rusoord,200000.0
86076,CHARITIES,MPUMALANGA,Asiphilenikahle Home Based Care Organisation,656738.0
86388,CHARITIES,MPUMALANGA,Life Line Nelspruit,915650.0
80651,CHARITIES,MPUMALANGA,Itireleng Pre & Creche( Resumision),1266667.0
81884,CHARITIES,MPUMALANGA,Imfundvo Sikhali Educare,1266667.0
86361,CHARITIES,MPUMALANGA,Mada Day Care Centre,574414.0
88303,CHARITIES,MPUMALANGA,Living Hope Pre-School,452000.0
95729,CHARITIES,MPUMALANGA,Lovemore Hiv &  Aids Home Based Care,119010.0
86093,CHARITIES,MPUMALANGA,Childline Mpumalanga,827600.0
96238,CHARITIES,MPUMALANGA,Thandulwazi Day Care Centre,97490.0
85979,CHARITIES,MPUMALANGA,Spca - Highveld Ridge,453115.0
86452,CHARITIES,MPUMALANGA,Pfunekanai Day Care Centre,266000.0
86603,CHARITIES,MPUMALANGA,Mawa Day Care Centre,256400.0
95728,CHARITIES,MPUMALANGA,Silindile Home Based Care,100000.0
87508,CHARITIES,MPUMALANGA,St Joseph Home For The Aged,93441.0
85952,CHARITIES,MPUMALANGA,St'john's Care Center,823608.0
88133,CHARITIES,MPUMALANGA,Sakhisizwe Community Home Based Care,182000.0
86077,CHARITIES,MPUMALANGA,Savf Silwerjare Tehuis,190999.0
86454,CHARITIES,MPUMALANGA,Kwenyana Day Care,448000.0
86674,CHARITIES,MPUMALANGA,Bonginhlanhla Stimulation Centre,141500.0
87500,CHARITIES,MPUMALANGA,Thembalethu Community Care Centre,466000.0
87678,CHARITIES,MPUMALANGA,The Rosebud Service Centre,453200.0
87735,CHARITIES,MPUMALANGA,Help Our People Exel,236709.0
87945,CHARITIES,MPUMALANGA,Sitfokotile Pre School,163637.0
88038,CHARITIES,MPUMALANGA,Foster Care And Widowers,128000.0
88041,CHARITIES,MPUMALANGA,Langeloop Home Based Care,272000.0
88076,CHARITIES,MPUMALANGA,Lephong Creche,347700.0
88091,CHARITIES,MPUMALANGA,Vonani Creche/ Pre-School,504000.0
93797,CHARITIES,MPUMALANGA,Schoemansdal Victim Empowerment Shelter,101500.0
96231,CHARITIES,MPUMALANGA,Lindisbusiso Kids Academy,100000.0
86254,CHARITIES,MPUMALANGA,Vera Stimulation,751000.0
87338,CHARITIES,MPUMALANGA,Mpumalanga Mental Health Society,1192529.0
87480,CHARITIES,MPUMALANGA,Sinethemba Ecd,63203.0
87934,CHARITIES,MPUMALANGA,Kurhula Creche,132100.0
88042,CHARITIES,MPUMALANGA,Sisitasive Home Based Care,387300.0
88051,CHARITIES,MPUMALANGA,Hungani Creche,255000.0
88068,CHARITIES,MPUMALANGA,Nelspruit Child Welfare  Society,703721.0
88075,CHARITIES,MPUMALANGA,Berverly Hills Creche,347000.0
88145,CHARITIES,MPUMALANGA,Senzokuhle Home Based Care,135499.0
94460,CHARITIES,MPUMALANGA,Mokgweng Day Care,100000.0
94919,CHARITIES,MPUMALANGA,Siletsimpilo Peer Education,82279.0
95811,CHARITIES,MPUMALANGA,Lifa Lesive Community Development Agency,68500.0
97647,CHARITIES,MPUMALANGA,Hlolenyatha Pre-Primary School,191000.0
97697,CHARITIES,MPUMALANGA,Phumelela Home Based Care,66900.0
86719,CHARITIES,MPUMALANGA,S A V F Immergroen Tehuis,74100.0
86894,CHARITIES,MPUMALANGA,Kwathando Care Centre,214649.0
88055,CHARITIES,MPUMALANGA,Little Achieve Day Care Centre,273000.0
88065,CHARITIES,MPUMALANGA,Xitenga Creche Community Project,252900.0
94088,CHARITIES,MPUMALANGA,Thulani Educare,78750.0
94935,CHARITIES,MPUMALANGA,Lehlaka Early Learning Centre,120500.0
95328,CHARITIES,MPUMALANGA,Ndlelehle Youth Club,128500.0
97334,CHARITIES,MPUMALANGA,Isidingo Day Care Centre,125334.0
86281,CHARITIES,MPUMALANGA,Savf Bethal Maatskaplik,318670.0
86886,CHARITIES,MPUMALANGA,Empilweni Day Care Centre,344000.0
97364,CHARITIES,MPUMALANGA,Sthembile Day Care,62500.0
97673,CHARITIES,MPUMALANGA,Teachookid,63250.0
87332,CHARITIES,MPUMALANGA,Rethusitswe Day Care Centre,383000.0
88039,CHARITIES,MPUMALANGA,Eco-Plan Enviromental Club,131000.0
71247,CHARITIES,MPUMALANGA,Langutelani Day Care Centre,140000.0
86583,CHARITIES,MPUMALANGA,Sikhulilie Mhola Service Centre,451600.0
86617,CHARITIES,MPUMALANGA,Savf Standerton Gessinskisissentrum,61953.0
86638,CHARITIES,MPUMALANGA,Savf Standerton,60500.0
91562,CHARITIES,MPUMALANGA,Usizo Oluhle Disable Activity Centre,124000.0
91699,CHARITIES,MPUMALANGA,Siyanqoba Youth Project,146800.0
92224,CHARITIES,MPUMALANGA,Louieville Drop In Centre,106000.0
92243,CHARITIES,MPUMALANGA,Sive Sethu Pre-School,74300.0
92563,CHARITIES,MPUMALANGA,Driefontein Sizanani Home Based Care,74930.0
96753,CHARITIES,MPUMALANGA,Zamelani Abadala Aged Group ( Resubmision),120000.0
92428,CHARITIES,MPUMALANGA,Masithembane Home Base Care,47000.0
86790,CHARITIES,MPUMALANGA,Savf Carolina Ons Eie Outehuis,90000.0
86954,CHARITIES,MPUMALANGA,Sanca: Lowveld Alcohol & Drug Help Centre,1061068.0
88643,CHARITIES,MPUMALANGA,Thuso Home Based Care (Thbc),98250.0
88890,CHARITIES,MPUMALANGA,Masibambisane Drop-In Centre,175398.0
86436,CHARITIES,MPUMALANGA,Ama Wheelies Of Lydenberg,767353.0
87859,CHARITIES,MPUMALANGA,Cmr Child And Youth Care Centre,191000.0
91639,CHARITIES,MPUMALANGA,Lethu Uthando Day Care Centre,71400.0
95367,CHARITIES,MPUMALANGA,Ratanang Home Based Care Project,80000.0
96146,CHARITIES,MPUMALANGA,Bekezela Edu-Care,108500.0
86420,CHARITIES,MPUMALANGA,Hospice Of White River,855340.0
87511,CHARITIES,MPUMALANGA,Sifunokuhle Home Based Care,484500.0
88078,CHARITIES,MPUMALANGA,Jonas Creche,395000.0
90928,CHARITIES,MPUMALANGA,Fundolwethu Day Care,120500.0
92199,CHARITIES,MPUMALANGA,African Vanguard Home Based Care,111200.0
92564,CHARITIES,MPUMALANGA,Eyethu Home Based Care,131900.0
96032,CHARITIES,MPUMALANGA,Lubambiswano Educare Centre,122409.0
96046,CHARITIES,MPUMALANGA,Uncedo Home Based Care,93100.0
86574,CHARITIES,MPUMALANGA,Zamokuhle Home Based Care,654499.0
88037,CHARITIES,MPUMALANGA,Khanyisani Day Care Centre,137700.0
88071,CHARITIES,MPUMALANGA,Rolle Community Pre School,126200.0
88074,CHARITIES,MPUMALANGA,Allandale Creche,406150.0
91373,CHARITIES,MPUMALANGA,Sicela Enkosini For Old Person,100000.0
91453,CHARITIES,MPUMALANGA,Sifi so Sethu Multi-Purpose Centre,117000.0
91599,CHARITIES,MPUMALANGA,Mother Sharon Child Network,79500.0
92694,CHARITIES,MPUMALANGA,Matshepole Pre-School,110300.0
92858,CHARITIES,MPUMALANGA,Thandanani Home Based Care,94200.0
92884,CHARITIES,MPUMALANGA,Motibidi Pre-School,134500.0
94915,CHARITIES,MPUMALANGA,Cottondale Disability Centre,234739.0
95123,CHARITIES,MPUMALANGA,Ntunda Disabled People,100000.0
96338,CHARITIES,MPUMALANGA,Khulani Pre-School,102700.0
88066,CHARITIES,MPUMALANGA,Faith Burlington Community Creche,153800.0
88092,CHARITIES,MPUMALANGA,Nwa -Tumberi Day Care Centre,502586.0
89455,CHARITIES,MPUMALANGA,Ngwenyeni Pre-School,323000.0
91383,CHARITIES,MPUMALANGA,Itereleng Old Age  Club,109750.0
93670,CHARITIES,MPUMALANGA,Siyamthanda Multi Purpose,92400.0
94470,CHARITIES,MPUMALANGA,Rethabile Day Care Creche,68000.0
95906,CHARITIES,MPUMALANGA,Imbali Lenhle Educare Centre,95100.0
96027,CHARITIES,MPUMALANGA,Vuyelwa Pre-School Cum Creche,140470.0
86407,CHARITIES,MPUMALANGA,Lethukuphila Home Based Care,560179.0
91651,CHARITIES,MPUMALANGA,Asiphumelele Mpakeni Youth Centre,114900.0
92444,CHARITIES,MPUMALANGA,Dwarsloop Pre School,100000.0
95807,CHARITIES,MPUMALANGA,Inhlakanipho Pre-Creche,105500.0
97063,CHARITIES,MPUMALANGA,"Piet Retief Miracle Centre, Bonafade",60000.0
95963,CHARITIES,MPUMALANGA,Lesedi Day Care Centre,67756.0
97315,CHARITIES,MPUMALANGA,Buhle Buyeza Day Care Centre,80000.0
63564,CHARITIES,MPUMALANGA,Hlapa Oje Creche,100000.0
91229,CHARITIES,MPUMALANGA,Umjindi Victim Empowerment,68700.0
94841,CHARITIES,MPUMALANGA,Masiphephisane Home Based Care,138500.0
94936,CHARITIES,MPUMALANGA,Project Support Association Southern Africa,165500.0
97280,CHARITIES,MPUMALANGA,Entokozweni Home Based Care,100000.0
87916,CHARITIES,MPUMALANGA,Savf Silverdae Ons Tuiste,198800.0
91680,CHARITIES,MPUMALANGA,Lindokuhle Home Based Care Group,139198.0
92844,CHARITIES,MPUMALANGA,Ekulindeni Day Care Centre,144600.0
94193,CHARITIES,MPUMALANGA,Sizanani Multi-Purpose Centre,190650.0
86735,CHARITIES,MPUMALANGA,Magana Aids Project,490000.0
87760,CHARITIES,MPUMALANGA,Dzunisani Day Care Centre,289544.0
88072,CHARITIES,MPUMALANGA,Sibonginkosi Home Based Care,118000.0
88199,CHARITIES,MPUMALANGA,Marongwane Creche,128960.0
91684,CHARITIES,MPUMALANGA,Umzamo Home Based Care Givers,100000.0
91702,CHARITIES,MPUMALANGA,Papa Joe Home Based Care,70000.0
92436,CHARITIES,MPUMALANGA,Sisu Siyabekelwa Centre,100000.0
92439,CHARITIES,MPUMALANGA,Mati Yo Tenga Creche,100000.0
92448,CHARITIES,MPUMALANGA,Ma-Candies Creche,80000.0
92451,CHARITIES,MPUMALANGA,Filda Mnene Creche,100000.0
92790,CHARITIES,MPUMALANGA,Kumana Prosperity Creche,100000.0
92811,CHARITIES,MPUMALANGA,Sisonkhe Home Based Care,99217.0
92846,CHARITIES,MPUMALANGA,Bavumile Home Community Based Care Ogarnisation,127700.0
92918,CHARITIES,MPUMALANGA,Mogau Day Care Centre,118000.0
92961,CHARITIES,MPUMALANGA,Masisizaneni Home Based Care(Hbc) And Allied Organisation,103289.0
93633,CHARITIES,MPUMALANGA,Nsizwane Home Based Care,157500.0
94926,CHARITIES,MPUMALANGA,Jeppes Reef Home Based Care,59250.0
94970,CHARITIES,MPUMALANGA,Yesu I Hosi Projects,133000.0
94989,CHARITIES,MPUMALANGA,Vukani Home Base Care,116762.5
95092,CHARITIES,MPUMALANGA,Wakkerstroom Youth Development Centre,100000.0
95097,CHARITIES,MPUMALANGA,Moreipuso Home Community Base Care,100000.0
95144,CHARITIES,MPUMALANGA,Moremela Disabled Group,100000.0
95167,CHARITIES,MPUMALANGA,The Ubuntu Community Care Centre,25000.0
95205,CHARITIES,MPUMALANGA,Ikusasalethu Educare,83498.0
96205,CHARITIES,MPUMALANGA,Lovely Flower Day Care Centre,100000.0
96227,CHARITIES,MPUMALANGA,Vlakbult Drop In Centre,114500.0
97001,CHARITIES,MPUMALANGA,Siletha Ubuntu Youth Organisation,80000.0
97393,CHARITIES,MPUMALANGA,Good Hope Home-Based Care,100000.0
86421,CHARITIES,MPUMALANGA,Savf Fanie Lombard Behuising,40000.0
92442,CHARITIES,MPUMALANGA,Dumeya Pre-School,100000.0
92577,CHARITIES,MPUMALANGA,Thandanani Drop In Centre,100000.0
94374,CHARITIES,MPUMALANGA,Christelik Maatskaplike Raad Hendrina,100000.0
94927,CHARITIES,MPUMALANGA,Goromane Home Based Care,127300.0
95085,CHARITIES,MPUMALANGA,Bambanani Service Centre,90000.0
95099,CHARITIES,MPUMALANGA,Impumelelo Orphan Care,100000.0
96092,CHARITIES,MPUMALANGA,Educare Day Care Centre,80100.0
96112,CHARITIES,MPUMALANGA,Life Upon Paradise Orphans Care Organisation,125000.0
96130,CHARITIES,MPUMALANGA,Tholinhlakanipho Day Care Centre,118500.0
96141,CHARITIES,MPUMALANGA,Bhekulwazi Day Care Centre,141400.0
97282,CHARITIES,MPUMALANGA,Impilo Community Centre,119066.0
97471,CHARITIES,MPUMALANGA,Sizolethu Educare Centre,100000.0
97924,CHARITIES,MPUMALANGA,Charl-Cilliers Home Based Care,100000.0
98089,CHARITIES,MPUMALANGA,Sithuthukile Day Care & Pre-School,65203.0
98138,CHARITIES,MPUMALANGA,Ekhaya Community Care Center,60000.0
88061,CHARITIES,MPUMALANGA,Sihlangu 5 Drop In Centre,105576.0
97930,CHARITIES,MPUMALANGA,Savf Silwerjare Behuising,59800.0
92589,CHARITIES,MPUMALANGA,Tinikelen Christian Center Hospice,149300.0
94925,CHARITIES,MPUMALANGA,Zamani Home Based Care,135700.0
94977,CHARITIES,MPUMALANGA,Antol Word Of Hope Home Based Care And Drop In,100000.0
94978,CHARITIES,MPUMALANGA,Creseldah Educational Foundation,100000.0
95430,CHARITIES,MPUMALANGA,Tholusizo Home Based Care,116500.0
95932,CHARITIES,MPUMALANGA,Tentele Home Based Care,63000.0
97405,CHARITIES,MPUMALANGA,Sakhisizwe Social Responsibility,100000.0
103405,MISCELLANEOUS,MPUMALANGA,Go Back To Our Roots Cultural Group,422755.75
103487,MISCELLANEOUS,MPUMALANGA,Mpumalanga Older Persons Forum,1396750.0
103420,MISCELLANEOUS,MPUMALANGA,Funza Edu-Excellence And Career Expo (Resubmision),1000000.0
75877,SPORTS,MPUMALANGA,Tshwenyane Combined School,300000.0
76111,SPORTS,MPUMALANGA,Hlobisa Primary School,251310.0
77023,SPORTS,MPUMALANGA,Letsamaile Chiloane Primary School,250000.0
62423,SPORTS,MPUMALANGA,Mpumalanga Cricket Union,1000000.0
76985,SPORTS,MPUMALANGA,Mlambongwane Primary School,299760.51
63436,SPORTS,MPUMALANGA,Mamosodi Primary School,100000.0
76318,SPORTS,MPUMALANGA,Letsakutfula Primary School,300000.0
76127,SPORTS,MPUMALANGA,Phaphamani Secondary School,297800.0
38880,SPORTS,MPUMALANGA,L.d. Moetanalo Secondary School,200000.0
48174,SPORTS,MPUMALANGA,Lelengaye Primary School,100000.0
62221,SPORTS,MPUMALANGA,Sizani Primary School,50000.0
38924,SPORTS,MPUMALANGA,Libangeni Secondary School,200000.0
38941,SPORTS,MPUMALANGA,Halemela Secondary School,200000.0
39136,SPORTS,MPUMALANGA,Mandlesive High School,200000.0
62116,SPORTS,MPUMALANGA,Masilela Secondary School,40000.0
75719,SPORTS,MPUMALANGA,Sesete Primary School,300069.96
77097,SPORTS,MPUMALANGA,Xanthia High School,296400.0
48293,SPORTS,MPUMALANGA,Phanagela Primary School,179600.0
75718,SPORTS,MPUMALANGA,Mtembeni Primary School,300069.96
76242,SPORTS,MPUMALANGA,Edward Matyeka Primary School,300000.0
76308,SPORTS,MPUMALANGA,Sukumani Primary School,302100.0
77028,SPORTS,MPUMALANGA,Pugishe Primary School,269900.0
77783,SPORTS,MPUMALANGA,Matsavane Primary School,307576.3
78591,SPORTS,MPUMALANGA,Mamosebo Lower And Higher Primary School,300000.0
47345,SPORTS,MPUMALANGA,Siyathokoza High School,298539.55
75918,SPORTS,MPUMALANGA,Ramokgeletsane Primary School,262414.67
76922,SPORTS,MPUMALANGA,Mbokodo Primary School,226327.7
76129,SPORTS,MPUMALANGA,Inyathi Wrestling Club,192289.0
76944,SPORTS,MPUMALANGA,Mhwayi Primary School,297460.5
76270,SPORTS,MPUMALANGA,Nkonjane Primary School,181282.86
76332,SPORTS,MPUMALANGA,Lindzalokuhle Primary School,281542.86
77760,SPORTS,MPUMALANGA,Dumelani Primary School,291160.85
77786,SPORTS,MPUMALANGA,Harmony Hill Primary School,298900.0
77803,SPORTS,MPUMALANGA,Lapishe Primary School,295201.22
77806,SPORTS,MPUMALANGA,Enkhokhokhweni Primary School,290149.4
77753,SPORTS,MPUMALANGA,Blinkpan Primary School,246569.6
77768,SPORTS,MPUMALANGA,Mkhanyo Primary School,300000.0
77756,SPORTS,MPUMALANGA,Welani Community School,303558.5
75847,SPORTS,MPUMALANGA,Refi tlhile Primary School,50047.99
76004,SPORTS,MPUMALANGA,Khulangelwazi Primary School,279088.99
76104,SPORTS,MPUMALANGA,Khayelitjha Primary School,300000.0
76108,SPORTS,MPUMALANGA,Mareleng Primary School,300000.0
76160,SPORTS,MPUMALANGA,Itsoseng Combined School,300000.0
76373,SPORTS,MPUMALANGA,Ratlhahana High School,299783.0
77311,SPORTS,MPUMALANGA,Mogobosheng C. School,286455.01
77719,SPORTS,MPUMALANGA,Khulufunde Primary School,300000.0
77827,SPORTS,MPUMALANGA,Kabenziwa Primary School,300000.0
77828,SPORTS,MPUMALANGA,Gijamphezeni Primary School,286500.01
84270,SPORTS,MPUMALANGA,Lesodi Primary School,297448.52
76156,SPORTS,MPUMALANGA,Ekukhanyeni Combined School,299000.0
77787,SPORTS,MPUMALANGA,Mgibe Primary School,276000.0
77751,SPORTS,MPUMALANGA,Digwale Secondary School,300000.0
75972,SPORTS,MPUMALANGA,Phelwane Primary School,293840.46
77018,SPORTS,MPUMALANGA,Njanji Primary School,300048.85
76286,SPORTS,MPUMALANGA,Mkhephuli Secondary.school,300000.0
77010,SPORTS,MPUMALANGA,Sphiwe Primary School,295315.27
78821,SPORTS,MPUMALANGA,Sibambayana Primary School,300000.0
77304,SPORTS,MPUMALANGA,Zimiseleni Intermediate Primary School,286500.01
77763,SPORTS,MPUMALANGA,Livelethu Primary School,299456.27
76996,SPORTS,MPUMALANGA,Chief Luthuli Primary School,300000.0
78618,SPORTS,MPUMALANGA,Makhahlela Primary School,300000.0
96933,SPORTS,MPUMALANGA,Dunga Sports Development Project,50000.0
96977,SPORTS,MPUMALANGA,Young Aces Football Club,202800.0
97006,SPORTS,MPUMALANGA,Ntunda Sports Club,64009.0
97206,SPORTS,MPUMALANGA,Nkomazi Basketball Association,200000.0
98496,SPORTS,MPUMALANGA,Buhlebuyeta Primary School,300000.0
96997,SPORTS,MPUMALANGA,Nelspruit Stoei Klub,138044.0
75971,SPORTS,MPUMALANGA,Sifundakhona Primary School,274700.0
77774,SPORTS,MPUMALANGA,Lethabong Senior Secondary School,199000.0
102354,SPORTS,MPUMALANGA,Inyathi Wrestling Club,149725.0
76106,SPORTS,MPUMALANGA,Kgantsho Primary School,306000.0
81640,SPORTS,MPUMALANGA,Kwamhlanga Senior Secondary School,300000.0
97011,SPORTS,MPUMALANGA,Kabokweni Netball Club,200000.0
77306,SPORTS,MPUMALANGA,Borolo Primary School,286500.01
76264,SPORTS,MPUMALANGA,Im Manchu Secondary School,290516.0
97070,SPORTS,MPUMALANGA,Nelspruit Marathon Club,135000.0
97073,SPORTS,MPUMALANGA,Leandra United Fc,62800.0
62671,SPORTS,MPUMALANGA,Vezubuhle Secondary School,82000.0
76904,SPORTS,MPUMALANGA,Magudu Primary School,150000.0
98454,SPORTS,MPUMALANGA,Madizi Secondary School,151740.0
